,Reg no.,Name,"Incorp-
orated",Dissolved,Type
4251,489393,CAVIAR HOUSE LIMITED,1994-08-18,2011-08-19,"Private, ltd by shares"
4252,464168,"CAYMAX INVESTMENTS LIMITED
佳堅投資有限公司",1994-02-03,2015-04-30,"Private, ltd by shares"
4253,462850,CB PROPERTIES LIMITED (d2013-02-22),1994-01-27,2013-02-22,"Private, ltd by shares"
4254,475645,CBDT INVEST LIMITED,1994-04-26,,"Private, ltd by shares"
4255,499229,"CBMS CORPORATION LIMITED
中國博而美股份有限公司",1994-12-01,2002-06-07,"Private, ltd by shares"
4256,489253,"CCA GLOBAL LIMITED (d2005-07-29)
企業規範(國際)有限公司",1994-08-18,2005-07-29,"Private, ltd by shares"
4257,479993,CCC NETWORK SYSTEMS LIMITED,1994-05-26,2009-01-06,"Private, ltd by shares"
4258,492598,"CCE WELDING TECHNOLOGY (HK) LIMITED
CCE銲接技術(香港)有限公司",1994-09-29,1998-09-04,"Private, ltd by shares"
4259,462350,CCF NOMINEE LIMITED,1994-01-25,2001-07-20,"Private, ltd by shares"
4260,501265,CCG ASIA PTY LIMITED,1994-12-22,2005-11-25,"Private, ltd by shares"
4261,499583,"CCHK HOTEL GROUPS DEVELOPMENT LIMITED
中‧加‧港酒店集團發展有限公司",1994-12-06,2003-11-07,"Private, ltd by shares"
4262,489669,"CCI ELECTRONIC (HK) LIMITED
西西艾電子(香港)有限公司",1994-08-25,2004-07-02,"Private, ltd by shares"
4263,464685,"CCIC INVESTMENTS LIMITED
中芝興業投資有限公司",1994-02-08,2001-11-24,"Private, ltd by shares"
4264,496640,CCK SERVICES LIMITED,1994-11-08,,"Private, ltd by shares"
4265,492101,"CCL INDUSTRIAL MOTOR LIMITED
捷和工業電機有限公司",1994-09-23,,"Private, ltd by shares"
4266,476114,CCN (INTERNATIONAL) LIMITED,1994-04-26,2000-07-21,"Private, ltd by shares"
4267,486947,"CCS FOUNDATION LIMITED
陳楚思慈善基金有限公司",1994-08-02,2010-02-19,Ltd by guarantee
4268,487579,CD WORLD LIMITED (d2003-05-16),1994-08-04,2003-05-16,"Private, ltd by shares"
4269,492457,"CD-ROM GALLERY LIMITED
光碟廊有限公司",1994-09-27,,"Private, ltd by shares"
4270,483162,"CDC Software (Hong Kong) Limited
中華網軟件(香港)有限公司",1994-06-23,2016-07-15,"Private, ltd by shares"
4271,489141,"CDM COMMERCIAL DEVELOPMENT COMPANY LIMITED
CDM商業拓展有限公司",1994-08-16,2003-06-27,"Private, ltd by shares"
4272,494934,"CDM INDUSTRIAL CORPORATION (H.K.) LIMITED
斯達美實業(香港)有限公司",1994-10-25,,"Private, ltd by shares"
4273,480366,"CDS MARKETING SERVICES LIMITED
時得利有限公司",1994-05-31,2002-11-15,"Private, ltd by shares"
4274,496507,"CE GLOBAL LOGISTICS COMPANY LIMITED
協調國際物流有限公司",1994-11-08,,"Private, ltd by shares"
4275,464348,"CE INTERNATIONAL TRADING LIMITED (d2002-03-08)
華迅國際貿易有限公司",1994-02-03,2002-03-08,"Private, ltd by shares"
4276,470957,"CEDAR COMPANY LIMITED
思達製衣有限公司",1994-03-22,,"Private, ltd by shares"
4277,499592,"CEDAR CONSTRUCTION COMPANY LIMITED
香柏建築有限公司",1994-12-06,,"Private, ltd by shares"
4278,484772,"CEDE HOLDINGS (HONGKONG) LIMITED
思達集團(香港)有限公司",1994-07-07,2002-08-16,"Private, ltd by shares"
4279,470958,CEDEX COMPANY LIMITED,1994-03-22,2009-08-07,"Private, ltd by shares"
4280,471433,CEDRIC HOLDINGS LIMITED,1994-03-24,1999-03-28,"Private, ltd by shares"
4281,499405,"CEE TECHNOLOGY (HONG KONG) LIMITED
CEE電子科技(香港)有限公司",1994-12-01,2014-12-12,"Private, ltd by shares"
4282,494223,CEF GUOTAI (HOLDINGS) LIMITED,1994-10-18,1998-09-11,"Private, ltd by shares"
4283,494224,CEF GUOTAI CAPITAL LIMITED,1994-10-18,1998-09-11,"Private, ltd by shares"
4284,478053,"CEGO TRADING COMPANY LIMITED
斯高經貿有限公司",1994-05-12,1998-01-09,"Private, ltd by shares"
4285,497653,"CEI ENTERTAINMENT INVESTMENT LIMITED
中國文化事業投資有限公司",1994-11-17,,"Private, ltd by shares"
4286,479481,CEIC HOLDINGS LIMITED,1994-05-24,,"Private, ltd by shares"
4287,500219,CELEB (HK) LIMITED,1994-12-13,2003-03-07,"Private, ltd by shares"
4288,461166,"CELEBRATOR LIMITED
慶頌有限公司",1994-01-18,2002-08-16,"Private, ltd by shares"
4289,461367,CELESTIAL ASSET MANAGEMENT LIMITED,1994-01-18,,"Private, ltd by shares"
4290,484036,"CELEVIC SYSTEMS LIMITED
先領域系統有限公司",1994-06-30,2014-08-29,"Private, ltd by shares"
4291,478244,CELL CLUB LIMITED,1994-05-12,,"Private, ltd by shares"
4292,469199,"CELL-PATCH TECHNOLOGIES COMPANY LIMITED
賽派科技有限公司",1994-03-15,2011-09-09,"Private, ltd by shares"
4293,463301,CELLICE COMPANY LIMITED,1994-02-01,2008-12-03,"Private, ltd by shares"
4294,478967,CELLINI LIMITED (HK),1994-05-19,,"Private, ltd by shares"
4295,491837,"CELLUWARE RESEARCH TECHNOLOGY LIMITED
鋒式科技有限公司",1994-09-20,2001-08-24,"Private, ltd by shares"
4296,459232,"CELTER COMMODITIES & FUTURES LIMITED
加德商品期貨有限公司",1994-01-04,2004-04-16,"Private, ltd by shares"
4297,474608,"CELTIC PRODUCTION COMPANY LIMITED
星達娛樂製作有限公司",1994-04-14,,"Private, ltd by shares"
4298,461608,"CEMSON DEVELOPMENT LIMITED
捷城發展有限公司",1994-01-20,2015-10-02,"Private, ltd by shares"
4299,478924,"CENCON INVESTMENTS LIMITED
盛廣投資有限公司",1994-05-19,2003-02-28,"Private, ltd by shares"
4300,479012,"Cengage Learning Hong Kong Limited
聖智學習香港有限公司",1994-05-19,,"Private, ltd by shares"
4301,478915,"CENLINK INVESTMENTS LIMITED
盈益投資有限公司",1994-05-19,2005-09-23,"Private, ltd by shares"
4302,478925,"CENSON INVESTMENTS LIMITED
盛順投資有限公司",1994-05-19,2007-09-28,"Private, ltd by shares"
4303,468376,"CENTABRIGHT (HK) ENTERPRISES COMPANY LIMITED
中信企業(香港)有限公司",1994-03-08,2002-02-01,"Private, ltd by shares"
4304,460205,"CENTALINE HUMAN RESOURCES CONSULTANTS LIMITED
中原人力資源顧問有限公司",1994-01-11,,"Private, ltd by shares"
4305,489709,"CENTANA INTERNATIONAL LIMITED
新立得國際有限公司",1994-08-25,2001-04-20,"Private, ltd by shares"
4306,472782,CENTEC LIMITED (d2002-12-06),1994-03-29,2002-12-06,"Private, ltd by shares"
4307,478099,"CENTECH HOLDINGS LIMITED
世科集團有限公司",1994-05-12,2003-03-07,"Private, ltd by shares"
4308,467809,CENTENNIAL ASIA PACIFIC (HOLDINGS) LIMITED,1994-03-03,2002-01-11,"Private, ltd by shares"
4309,475123,"CENTER ASIA ENTERPRISES LIMITED
魏榮企業有限公司",1994-04-19,2014-12-24,"Private, ltd by shares"
4310,477851,"CENTER BUILDER COMPANY LIMITED
中鴻地產有限公司",1994-05-10,1996-10-25,"Private, ltd by shares"
4311,477522,"CENTER BUILDING COMPANY LIMITED
中置地產有限公司",1994-05-10,1996-10-25,"Private, ltd by shares"
4312,477733,"CENTER CONSTRUCTION LIMITED (d1996-09-27)
中耀地產有限公司",1994-05-10,1996-09-27,"Private, ltd by shares"
4313,477732,"CENTER FORTUNE PROPERTY LIMITED
中福地產有限公司",1994-05-10,1996-10-25,"Private, ltd by shares"
4314,493605,"CENTER RISE LIMITED
正陞有限公司",1994-10-11,,"Private, ltd by shares"
4315,488493,"CENTER SYSTEMS LIMITED (d2003-05-09)
訊達系統有限公司",1994-08-09,2003-05-09,"Private, ltd by shares"
4316,488430,"CENTERACT LIMITED
先溢有限公司",1994-08-09,2001-03-09,"Private, ltd by shares"
4317,488605,CENTERGY CHINA DEVELOPMENT LIMITED,1994-08-09,2005-08-05,"Private, ltd by shares"
4318,486286,CENTERGY TRADE SERVICES LIMITED,1994-07-26,2005-07-22,"Private, ltd by shares"
4319,497401,CENTERVILLE CONSULTANTS LIMITED,1994-11-15,,"Private, ltd by shares"
4320,490083,"CENTIGAIN DEVELOPMENT LIMITED
千鈞發展有限公司",1994-09-01,2000-04-07,"Private, ltd by shares"
4321,490144,"CENTIGAIN INDUSTRIES LIMITED
千鈞實業有限公司",1994-09-01,2004-07-09,"Private, ltd by shares"
4322,490411,"CENTIGAIN INTERNATIONAL LIMITED
千鈞國際有限公司",1994-09-06,1998-09-04,"Private, ltd by shares"
4323,490148,"CENTIGAIN INVESTMENTS LIMITED
千鈞投資有限公司",1994-09-01,2003-07-18,"Private, ltd by shares"
4324,479308,"CENTILLION DEVELOPMENT GROUP LIMITED
縱橫基業建設集團有限公司",1994-05-19,2004-01-16,"Private, ltd by shares"
4325,492248,CENTILLION LIMITED (HK),1994-09-27,,"Private, ltd by shares"
4326,483433,"CENTIME INVESTMENTS LIMITED
醒泰投資有限公司",1994-06-28,2011-08-12,"Private, ltd by shares"
4327,494374,"CENTO LIMITED (d2001-03-16)
先通有限公司",1994-10-18,2001-03-16,"Private, ltd by shares"
4328,472088,"CENTON INTERNATIONAL LIMITED
正天國際有限公司",1994-03-29,1997-03-27,"Private, ltd by shares"
4329,498243,"CENTOP DEVELOPMENT LIMITED
會才發展有限公司",1994-11-22,2005-11-04,"Private, ltd by shares"
4330,498301,"CENTOP INDUSTRIAL LIMITED
會才實業有限公司",1994-11-24,2002-02-01,"Private, ltd by shares"
4331,498295,"CENTOP INTERNATIONAL LIMITED
會才國際有限公司",1994-11-24,,"Private, ltd by shares"
4332,498293,"CENTOP INVESTMENT LIMITED
會才投資有限公司",1994-11-24,,"Private, ltd by shares"
4333,498296,"CENTOP PROPERTIES LIMITED
會才置業有限公司",1994-11-24,2014-02-14,"Private, ltd by shares"
4334,495867,"CENTOP SHIPPING LIMITED
中天航運有限公司",1994-11-01,,"Private, ltd by shares"
4335,479095,CENTRA LIMITED,1994-05-19,2020-01-31,"Private, ltd by shares"
4336,483222,"CENTRAD SYSTEMS (H.K.) LIMITED
中易系統(香港)有限公司",1994-06-23,2002-10-25,"Private, ltd by shares"
4337,483221,"CENTRAD TECHNOLOGY (H.K.) LIMITED
中易科技(香港)有限公司",1994-06-23,2002-09-13,"Private, ltd by shares"
4338,485787,"CENTRADIC LIMITED
利集有限公司",1994-07-21,2002-10-11,"Private, ltd by shares"
4339,472953,"CENTRAL (INTL) TRADING & SUPPLIES LIMITED
中匯(國際)貿易器材有限公司",1994-03-31,,"Private, ltd by shares"
4340,479844,"CENTRAL ADVISORY GROUP LIMITED
中正通和顧問集團有限公司",1994-05-26,,"Private, ltd by shares"
4341,462667,"CENTRAL AIM ENTERPRISE LIMITED
永同企業有限公司",1994-01-27,,"Private, ltd by shares"
4342,479636,CENTRAL AIR (HONG KONG) LIMITED,1994-05-24,2006-10-06,"Private, ltd by shares"
4343,484857,"CENTRAL CHAMPION LIMITED (d2002-03-15)
中浚有限公司",1994-07-12,2002-03-15,"Private, ltd by shares"
4344,477310,"CENTRAL CHARTER DEVELOPMENT LIMITED
成智發展有限公司",1994-05-05,2000-11-24,"Private, ltd by shares"
4345,477277,"CENTRAL CHARTER ENTERPRISES LIMITED
成智企業有限公司",1994-05-05,2006-11-10,"Private, ltd by shares"
4346,477330,"CENTRAL CHARTER INTERNATIONAL LIMITED
成智國際有限公司",1994-05-05,1998-07-03,"Private, ltd by shares"
4347,493422,"CENTRAL CHINA (ASIA) BEVERAGE LIMITED
華中(亞洲)食品有限公司",1994-10-06,2002-05-03,"Private, ltd by shares"
4348,486460,"CENTRAL CHINA (ASIA) GROUP LIMITED
華中(亞洲)集團有限公司",1994-07-28,2008-03-28,"Private, ltd by shares"
4349,491019,"CENTRAL CHINA (ASIA) INVESTMENT LIMITED
華中(亞洲)投資有限公司",1994-09-13,,"Private, ltd by shares"
4350,486459,"CENTRAL CHINA (ASIA) MANAGEMENT LIMITED
華中(亞洲)管理有限公司",1994-07-28,2008-03-28,"Private, ltd by shares"
4351,494109,"CENTRAL CHINA HOLDINGS LIMITED (d2001-01-05)
華中集團有限公司",1994-10-18,2001-01-05,"Private, ltd by shares"
4352,487182,"CENTRAL CHINA INVESTMENT LIMITED (d2002-05-24)
中銓投資有限公司",1994-08-02,2002-05-24,"Private, ltd by shares"
4353,476793,"CENTRAL CHINA LIMITED (d1997-12-12)
中焯有限公司",1994-05-03,1997-12-12,"Private, ltd by shares"
4354,462258,"CENTRAL CHINA POWER INVESTMENT COMPANY LIMITED
華中電力投資有限公司",1994-01-25,2018-12-26,"Private, ltd by shares"
4355,490184,"CENTRAL CHUNG HSIN COMPANY LIMITED
中歆興業有限公司",1994-09-01,2003-07-18,"Private, ltd by shares"
4356,498946,"CENTRAL ELECTRICAL SERVICE LIMITED
中健電器工程有限公司",1994-11-29,2014-12-12,"Private, ltd by shares"
4357,492386,"CENTRAL EMPIRE DEVELOPMENT LIMITED
兆帝發展有限公司",1994-09-27,2003-05-09,"Private, ltd by shares"
4358,489446,"CENTRAL ENTERPRISES GROUP COMPANY LIMITED
中央企業集團有限公司",1994-08-23,2005-01-07,"Private, ltd by shares"
4359,468141,"CENTRAL GAIN ENTERPRISES LIMITED
中健企業有限公司",1994-03-08,,"Private, ltd by shares"
4360,460996,"CENTRAL GLOBAL INTERNATIONAL LIMITED
中橋國際有限公司",1994-01-13,2003-03-21,"Private, ltd by shares"
4361,494569,"CENTRAL GLORY DEVELOPMENT LIMITED
正采發展有限公司",1994-10-20,2003-09-19,"Private, ltd by shares"
4362,484538,"CENTRAL GLORY LIMITED (d1999-01-22)
正采有限公司",1994-07-05,1999-01-22,"Private, ltd by shares"
4363,468314,"CENTRAL GOLD ENTERPRISES LIMITED
中濠企業有限公司",1994-03-08,2002-02-08,"Private, ltd by shares"
4364,479464,"CENTRAL GOOD LIMITED (d2003-02-07)
中潢有限公司",1994-05-24,2003-02-07,"Private, ltd by shares"
4365,468130,"CENTRAL KING TRADING LIMITED
中鉅貿易有限公司",1994-03-08,1997-12-05,"Private, ltd by shares"
4366,473454,"CENTRAL LINE LIMITED
中逸有限公司",1994-04-07,2020-11-13,"Private, ltd by shares"
4367,462627,"CENTRAL MAX DEVELOPMENT LIMITED
迅恒發展有限公司",1994-01-27,2003-09-26,"Private, ltd by shares"
4368,462602,"CENTRAL OCEAN INTERNATIONAL LIMITED (d1997-12-19)
迅洋國際有限公司",1994-01-27,1997-12-19,"Private, ltd by shares"
4369,468142,"CENTRAL PACIFIC ENTERPRISES LIMITED
中俊企業有限公司",1994-03-08,2017-02-08,"Private, ltd by shares"
4370,496051,"CENTRAL PACIFIC LIMITED (HK)
正太有限公司",1994-11-03,,"Private, ltd by shares"
4371,474697,"CENTRAL PLAZA TECHNOLOGY INVESTMENT LIMITED
中立國際科技投資有限公司",1994-04-19,2005-11-11,"Private, ltd by shares"
4372,493568,"CENTRAL RESOURCES INDUSTRIES LIMITED
醒源實業有限公司",1994-10-11,2000-08-04,"Private, ltd by shares"
4373,480552,"CENTRAL RESOURCES LIMITED (d2000-11-24)
醒源有限公司",1994-05-31,2000-11-24,"Private, ltd by shares"
4374,487211,"CENTRAL RICH INTERNATIONAL LIMITED
中利泰國際有限公司",1994-08-02,2007-12-28,"Private, ltd by shares"
4375,487353,"CENTRAL RICH LIMITED
中利泰有限公司",1994-08-04,,"Private, ltd by shares"
4376,472163,CENTRAL SHIPPING AGENCY HONG KONG LIMITED,1994-03-29,1997-12-12,"Private, ltd by shares"
4377,484908,"CENTRAL SMART LIMITED
駿中有限公司",1994-07-12,2001-11-09,"Private, ltd by shares"
4378,462620,"CENTRAL TARGET DEVELOPMENT LIMITED
迅泰發展有限公司",1994-01-27,2004-01-16,"Private, ltd by shares"
4379,462617,"CENTRAL TARGET INDUSTRIES LIMITED
迅泰實業有限公司",1994-01-27,2002-04-26,"Private, ltd by shares"
4380,462607,"CENTRAL TARGET INVESTMENTS LIMITED
迅泰投資有限公司",1994-01-27,1999-01-22,"Private, ltd by shares"
4381,462514,"CENTRAL UNION INDUSTRIES LIMITED
迅聯實業有限公司",1994-01-27,1997-12-19,"Private, ltd by shares"
4382,480929,"CENTRAL UNION INTERNATIONAL LIMITED
新中聯國際有限公司",1994-06-02,2003-03-21,"Private, ltd by shares"
4383,492498,"CENTRAL UNION TRADING LIMITED
集聯貿易有限公司",1994-09-29,2000-02-18,"Private, ltd by shares"
4384,475126,"CENTRAL WEALTH INDUSTRIES LIMITED
勤和實業有限公司",1994-04-19,,"Private, ltd by shares"
4385,475756,"CENTRAL WEALTH PRODUCTS (H.K.) LIMITED
怡富產品(香港)有限公司",1994-04-26,2002-07-19,"Private, ltd by shares"
4386,462629,"CENTRAL WELL INTERNATIONAL LIMITED
中煒國際有限公司",1994-01-27,2015-08-28,"Private, ltd by shares"
4387,484817,"CENTRAL WELL LIMITED
中煒有限公司",1994-07-12,,"Private, ltd by shares"
4388,462608,"CENTRAL WIN INVESTMENTS LIMITED
迅偉投資有限公司",1994-01-27,2001-10-12,"Private, ltd by shares"
4389,462616,"CENTRAL WORLD INDUSTRIES LIMITED
中煒實業有限公司",1994-01-27,2005-06-04,"Private, ltd by shares"
4390,462605,"CENTRAL WORLD INVESTMENTS LIMITED
中煒投資有限公司",1994-01-27,2002-06-07,"Private, ltd by shares"
4391,465150,"CENTRE AIM DEVELOPMENT LIMITED
統合發展有限公司",1994-02-08,2001-02-09,"Private, ltd by shares"
4392,492974,"CENTRE BASE DEVELOPMENT LIMITED
中世發展有限公司",1994-10-04,1998-12-07,"Private, ltd by shares"
4393,468372,"CENTRE BASE INTERNATIONAL (CHINA) LIMITED
中兆國際(中國)有限公司",1994-03-08,1999-01-22,"Private, ltd by shares"
4394,468370,"CENTRE BASE INTERNATIONAL INVESTMENT LIMITED
中兆國際投資有限公司",1994-03-08,1999-01-22,"Private, ltd by shares"
4395,468373,"CENTRE BASE INTERNATIONAL MANAGEMENT LIMITED
中兆國際管理有限公司",1994-03-08,1999-01-22,"Private, ltd by shares"
4396,462564,"CENTRE FAST ENTERPRISE LIMITED
匯迅企業有限公司",1994-01-27,1997-12-19,"Private, ltd by shares"
4397,471283,"CENTRE FIELD INTERNATIONAL LIMITED
集暉國際有限公司",1994-03-22,2002-12-27,"Private, ltd by shares"
4398,469974,"CENTRE FINE LIMITED
中好有限公司",1994-03-17,2006-07-07,"Private, ltd by shares"
4399,486884,"CENTRE FORD LIMITED
峯中有限公司",1994-08-02,2001-08-24,"Private, ltd by shares"
4400,485053,"CENTRE KIND LIMITED
中鏗有限公司",1994-07-12,2003-03-14,"Private, ltd by shares"
4401,499859,"CENTRE MANAGEMENT LIMITED (d2005-11-18)
中達管理有限公司",1994-12-08,2005-11-18,"Private, ltd by shares"
4402,459637,"CENTRE NETWORKING COMPANY LIMITED
三泰網絡有限公司",1994-01-04,2003-11-28,"Private, ltd by shares"
4403,482009,"CENTRE PACIFIC PROPERTY MANAGEMENT (CHINA) LIMITED
仲介行物業管理(中國)有限公司",1994-06-16,2001-10-19,"Private, ltd by shares"
4404,482010,"CENTRE PACIFIC PROPERTY MANAGEMENT (HK) LIMITED
仲介行物業管理(香港)有限公司",1994-06-16,2001-10-19,"Private, ltd by shares"
4405,465743,"CENTRE PACIFIC STRATEGIC LIMITED
仲介行策略有限公司",1994-02-15,2001-10-19,"Private, ltd by shares"
4406,494209,"CENTRE POINT ASIA LIMITED
中誼亞洲有限公司",1994-10-18,1997-09-05,"Private, ltd by shares"
4407,459969,"CENTRE POINT MANAGEMENT LIMITED
中源管理有限公司",1994-01-06,,"Private, ltd by shares"
4408,500004,"CENTRE PRODUCTIONS LIMITED
中心製作有限公司",1994-12-08,2017-09-01,"Private, ltd by shares"
4409,466892,"CENTRE PROPERTY DEVELOPMENT LIMITED
信達置業發展有限公司",1994-02-24,2002-08-09,"Private, ltd by shares"
4410,474459,"CENTRE REGENT INVESTMENTS (CHINA) LIMITED
中皇投資(中國)有限公司",1994-04-14,1996-09-13,"Private, ltd by shares"
4411,483028,"CENTRE RICH DEVELOPMENTS LIMITED
信泰發展有限公司",1994-06-23,2000-04-07,"Private, ltd by shares"
4412,479054,"CENTRE SCORE ENTERPRISE LIMITED
中保企業有限公司",1994-05-19,2001-08-03,"Private, ltd by shares"
4413,472079,"CENTRE WIN INVESTMENTS LIMITED
正景投資有限公司",1994-03-29,1997-12-12,"Private, ltd by shares"
4414,479462,"CENTRE WISE INTERNATIONAL LIMITED
中潢國際有限公司",1994-05-24,1997-12-19,"Private, ltd by shares"
4415,494142,"CENTREAS LIMITED
先悅有限公司",1994-10-18,1999-06-11,"Private, ltd by shares"
4416,488768,CENTRELINE PLUS LIMITED,1994-08-11,2004-02-27,"Private, ltd by shares"
4417,488375,"CENTREND LIMITED
輝日有限公司",1994-08-09,1998-09-04,"Private, ltd by shares"
4418,476646,"CENTREPOINT HOLDINGS LIMITED
中潤(國際)集團有限公司",1994-04-28,2001-07-20,"Private, ltd by shares"
4419,492956,"CENTREPOINT INVESTMENT LIMITED
崇邦投資有限公司",1994-10-04,2000-07-21,"Private, ltd by shares"
4420,499879,"CENTREPOINT TECHNOLOGY LIMITED
中展科技有限公司",1994-12-08,,"Private, ltd by shares"
4421,465828,CENTREPOINTE COMPANY LIMITED,1994-02-17,1997-12-12,"Private, ltd by shares"
4422,462965,CENTREX LIMITED (d2013-05-03),1994-01-27,2013-05-03,"Private, ltd by shares"
4423,494144,"CENTRIC LIMITED (d2003-09-19)
先宏有限公司",1994-10-18,2003-09-19,"Private, ltd by shares"
4424,463163,CENTRIN (H.K.) LIMITED,1994-02-01,2002-10-11,"Private, ltd by shares"
4425,498298,"CENTRIS PROPERTIES LIMITED
會景置業有限公司",1994-11-24,2005-11-04,"Private, ltd by shares"
4426,498300,"CENTRIX INDUSTRIAL LIMITED
會景實業有限公司",1994-11-24,2005-08-28,"Private, ltd by shares"
4427,498259,"CENTRIX INVESTMENT LIMITED
會景投資有限公司",1994-11-24,2000-05-23,"Private, ltd by shares"
4428,476786,"CENTRIX LIMITED (d2003-03-07)
藝揚有限公司",1994-05-03,2003-03-07,"Private, ltd by shares"
4429,500282,"CENTRO POST & EFFECTS LIMITED
先濤電視企畫有限公司",1994-12-13,2009-08-07,"Private, ltd by shares"
4430,495172,"CENTROCORE INVESTMENTS LIMITED
城港投資有限公司",1994-10-27,2004-07-23,"Private, ltd by shares"
4431,495478,"CENTROFIELD INVESTMENTS LIMITED
城輝投資有限公司",1994-11-01,2001-07-20,"Private, ltd by shares"
4432,478826,"CENTRONIC INDUSTRIES LIMITED
盛祥電業有限公司",1994-05-19,2000-11-24,"Private, ltd by shares"
4433,472838,CENTROPOINT LIMITED (d1998-06-05),1994-03-29,1998-06-05,"Private, ltd by shares"
4434,467847,"CENTUPLE COMPANY LIMITED
百利川有限公司",1994-03-03,2014-08-29,"Private, ltd by shares"
4435,465476,CENTURION INDUSTRIAL GROUP LIMITED,1994-02-15,2004-10-08,"Private, ltd by shares"
4436,488255,"CENTURY (SHAO XING) DEVELOPMENT COMPANY LIMITED
世紀(紹興)發展有限公司",1994-08-09,2003-05-16,"Private, ltd by shares"
4437,496190,"CENTURY 21 CHOICE PROPERTY AGENCY COMPANY LIMITED
世紀21創基地產代理有限公司",1994-11-03,2002-04-19,"Private, ltd by shares"
4438,483044,"CENTURY 21 J & A REALTY LIMITED
世紀21佑輝地產有限公司",1994-06-23,2001-07-06,"Private, ltd by shares"
4439,479987,"CENTURY ADVERTISING & ENGINEERING LIMITED
滙成廣告裝飾工程有限公司",1994-05-26,1997-12-12,"Private, ltd by shares"
4440,460942,"CENTURY ASIA TRADING LIMITED (d1997-12-12)
世紀亞洲貿易有限公司",1994-01-13,1997-12-12,"Private, ltd by shares"
4441,479008,"CENTURY ASSET DEVELOPMENT LIMITED
世毅發展有限公司",1994-05-19,2002-10-18,"Private, ltd by shares"
4442,487975,"CENTURY ASSET INTERNATIONAL LIMITED
崇亞國際有限公司",1994-08-09,2014-10-03,"Private, ltd by shares"
4443,479102,"CENTURY ASSET LIMITED
世毅有限公司",1994-05-19,,"Private, ltd by shares"
4444,495888,"CENTURY BEST LIMITED (d2004-07-16)
世信有限公司",1994-11-03,2004-07-16,"Private, ltd by shares"
4445,492666,"CENTURY BEST TECHNOLOGIES LIMITED (d2001-02-16)
新世紀應用科技有限公司",1994-09-29,2001-02-16,"Private, ltd by shares"
4446,474307,"CENTURY BRIDGE CONTAINER LINE LIMITED
世橋集運有限公司",1994-04-12,2006-01-20,"Private, ltd by shares"
4447,479049,"CENTURY BRIGHT INTERNATIONAL LIMITED (d2015-12-31)
世旭國際有限公司",1994-05-19,2015-12-31,"Private, ltd by shares"
4448,478997,"CENTURY BRILLIANT DEVELOPMENT LIMITED
世煌發展有限公司",1994-05-19,,"Private, ltd by shares"
4449,479083,"CENTURY BRILLIANT INTERNATIONAL LIMITED
世煌國際有限公司",1994-05-19,2011-12-23,"Private, ltd by shares"
4450,488010,"CENTURY CAPITAL ENTERPRISES LIMITED
崇嘉企業有限公司",1994-08-09,,"Private, ltd by shares"
