,Reg no.,Name,"Incorp-
orated",Dissolved,Type
4338,510420,"CHINA PROPERTIES (H.K.) LIMITED
中國物業(香港)有限公司",1995-04-07,2003-12-19,"Private, ltd by shares"
4339,509566,"CHINA PROPERTY INVESTMENT (SHENYANG) COMPANY LIMITED
中國物業投資(沈陽)有限公司",1995-03-28,2005-03-18,"Private, ltd by shares"
4340,531843,"CHINA PROPERTY RE-DEVELOPMENT HOLDINGS LIMITED
中國老區建設發展控股有限公司",1995-11-28,2008-01-11,"Private, ltd by shares"
4341,522714,"CHINA PROS HOLDING (HONG KONG) COMPANY LIMITED
華盛控股(香港)有限公司",1995-08-10,,"Private, ltd by shares"
4342,528261,"CHINA PROSPECT ENTERPRISES LIMITED
中迪企業有限公司",1995-10-19,2004-03-12,"Private, ltd by shares"
4343,531684,"CHINA PROSPECT HONG KONG LIMITED
中晏香港有限公司",1995-11-28,,"Private, ltd by shares"
4344,523767,"CHINA PROSPEROUS LIMITED (d2004-03-05)
華興泰有限公司",1995-08-22,2004-03-05,"Private, ltd by shares"
4345,521992,"CHINA PUBLIC SECURITY NETWORK TELECOM (GROUP) CO., LIMITED
中國公共安全網電訊(集團)有限公司",1995-08-03,2008-08-01,"Private, ltd by shares"
4346,521509,"CHINA QINGDAO INSURANCE AGENTS LIMITED
華青保險代理有限公司",1995-07-27,2006-01-13,"Private, ltd by shares"
4347,507178,"CHINA RAILWAY TRANSPORTATION (HONG KONG) LIMITED
中國鐵路貨運(香港)有限公司",1995-03-07,2011-12-30,"Private, ltd by shares"
4348,508555,"CHINA RAND INTERNATIONAL LIMITED
華蘭國際有限公司",1995-03-21,2002-08-02,"Private, ltd by shares"
4349,502835,"CHINA RANK HOLDINGS LIMITED
中毅集團有限公司",1995-01-12,2003-11-28,"Private, ltd by shares"
4350,504487,"CHINA RANK INDUSTRIAL LIMITED
中運實業有限公司",1995-02-07,2002-05-24,"Private, ltd by shares"
4351,516268,"CHINA RAY HONG KONG LIMITED
中鎮香港有限公司",1995-05-30,2013-01-04,"Private, ltd by shares"
4352,523707,"CHINA RECONSTRUCT COMPANY LIMITED
中國營造有限公司",1995-08-22,,"Private, ltd by shares"
4353,527784,"CHINA REGAL DEVELOPMENT LIMITED (d2002-09-06)
浚華發展有限公司",1995-10-12,2002-09-06,"Private, ltd by shares"
4354,524602,"CHINA REGAL LIMITED (d2001-12-07)
華殷有限公司",1995-09-05,2001-12-07,"Private, ltd by shares"
4355,527941,"CHINA REGENT SHIPPING LIMITED
華廣船務有限公司",1995-10-17,2001-03-02,"Private, ltd by shares"
4356,513084,"CHINA RELIANCE FINANCE COMPANY LIMITED
泰來財務有限公司",1995-05-02,2014-09-05,"Private, ltd by shares"
4357,529357,"CHINA RESORCIN DEVELOPMENT LIMITED
中膠發展有限公司",1995-10-31,2000-07-21,"Private, ltd by shares"
4358,519938,"CHINA RESOURCES INFORMATION TECHNOLOGY COMPANY LIMITED
華潤資訊科技有限公司",1995-07-11,2007-10-12,"Private, ltd by shares"
4359,509845,"CHINA RESOURCES PURCHASING INVESTMENT COMPANY LIMITED
華潤採購投資有限公司",1995-03-30,,"Private, ltd by shares"
4360,534807,"CHINA RESOURCES TECHNOLOGY LIMITED
華源科技有限公司",1995-12-28,1999-03-12,"Private, ltd by shares"
4361,526465,"CHINA RICH CONSULTANTS LIMITED (d2005-09-16)
華益顧問有限公司",1995-09-26,2005-09-16,"Private, ltd by shares"
4362,532644,"CHINA RICH INTERNATIONAL LIMITED (d2006-04-28)
中裕國際有限公司",1995-12-05,2006-04-28,"Private, ltd by shares"
4363,502832,"CHINA RICHIE HOLDINGS LIMITED
中懋集團有限公司",1995-01-12,2003-06-13,"Private, ltd by shares"
4364,534698,"CHINA RISE CONSULTANTS LIMITED (d2006-05-04)
中昇顧問有限公司",1995-12-28,2006-05-04,"Private, ltd by shares"
4365,505610,"CHINA RIVER HOLDINGS LIMITED
中川集團有限公司",1995-02-21,2009-07-17,"Private, ltd by shares"
4366,526893,"CHINA SATELLITE DEVELOPMENT TRADING (H.K.) LIMITED
中國衞星發展貿易(香港)有限公司",1995-10-03,2002-05-24,"Private, ltd by shares"
4367,503042,"CHINA SATELLITE SYSTEMS ENGINEERING (H.K.) LIMITED
中國衛星系統工程(香港)有限公司",1995-01-17,1998-03-20,"Private, ltd by shares"
4368,523286,"CHINA SCIENCES INDUSTRIES LIMITED
中科科技實業有限公司",1995-08-17,2020-01-10,"Private, ltd by shares"
4369,503874,"CHINA SCORE HOLDINGS LIMITED
中高集團有限公司",1995-01-24,1999-09-04,"Private, ltd by shares"
4370,522432,CHINA SEA PHARMACEUTICAL COMPANY LIMITED,1995-08-08,2004-03-05,"Private, ltd by shares"
4371,531710,"CHINA SHANDONG TRAVEL LIMITED
華魯旅遊有限公司",1995-11-28,,"Private, ltd by shares"
4372,521782,"CHINA SHEEN (HONG KONG) LIMITED (d2000-08-11)
華翔(香港)有限公司",1995-08-01,2000-08-11,"Private, ltd by shares"
4373,514887,"CHINA SHEEN HOLDINGS LIMITED
華翔集團有限公司",1995-05-18,1999-05-14,"Private, ltd by shares"
4374,533421,"CHINA SHUN HIN INTERNATIONAL INVESTMENT LIMITED
中國信衍國際投資有限公司",1995-12-12,,"Private, ltd by shares"
4375,518679,"CHINA SIGMA (H.K.) CO., LIMITED
中國希格瑪(香港)有限公司",1995-06-27,,"Private, ltd by shares"
4376,518934,"CHINA SILK MERCHANDISE, LIMITED",1995-06-29,,"Private, ltd by shares"
4377,525826,"CHINA SILVER COINS LIMITED
中銀錢幣有限公司",1995-09-19,2004-02-27,"Private, ltd by shares"
4378,520680,"CHINA SILVER GROUP INVESTMENT INDUSTRIAL LIMITED
華銀集團投資實業有限公司",1995-07-18,2004-12-17,"Private, ltd by shares"
4379,531665,"CHINA SILVER HOLDINGS LIMITED (d2010-09-17)
中鑫集團有限公司",1995-11-28,2010-09-17,"Private, ltd by shares"
4380,525803,"CHINA SINCERE HOLDINGS LIMITED
中峻集團有限公司",1995-09-19,2004-02-27,"Private, ltd by shares"
4381,534695,"CHINA SINO CONSULTANTS LIMITED
華粵顧問有限公司",1995-12-28,2002-02-15,"Private, ltd by shares"
4382,505828,"CHINA SINO DEVELOPMENT LIMITED (d2008-07-25)
中好發展有限公司",1995-02-21,2008-07-25,"Private, ltd by shares"
4383,505571,"CHINA SINO ENTERPRISES LIMITED (d1998-07-03)
中粵企業有限公司",1995-02-21,1998-07-03,"Private, ltd by shares"
4384,505641,"CHINA SINO TRADING LIMITED
中粵貿易有限公司",1995-02-21,,"Private, ltd by shares"
4385,518693,"CHINA SKY INTERNATIONAL FREIGHT LIMITED
中天國際貨運有限公司",1995-06-27,2003-09-19,"Private, ltd by shares"
4386,505814,"CHINA SONIC INTERNATIONAL LIMITED
中聲國際有限公司",1995-02-21,2004-04-30,"Private, ltd by shares"
4387,505797,"CHINA SONIC LIMITED (d2005-12-09)
中聲有限公司",1995-02-21,2005-12-09,"Private, ltd by shares"
4388,505650,"CHINA SONIC TRADING LIMITED
中聲貿易有限公司",1995-02-21,,"Private, ltd by shares"
4389,517164,"CHINA SOURCE INTERNATIONAL LIMITED (d2007-10-18)
華康資源有限公司",1995-06-06,2007-10-18,"Private, ltd by shares"
4390,518190,CHINA SOURCES DEVELOPMENT CO LIMITED,1995-06-20,,"Private, ltd by shares"
4391,510902,"CHINA SOURCES LAND DEVELOPMENT CO. LIMITED
華源土地開發有限公司",1995-04-11,2005-12-30,"Private, ltd by shares"
4392,503924,"CHINA SOUTH HOLDINGS LIMITED (d2002-02-15)
中南集團有限公司",1995-01-26,2002-02-15,"Private, ltd by shares"
4393,513357,"CHINA SOUTHERN TRAVEL SERVICES (HONG KONG) COMPANY LIMITED
南航旅遊(香港)有限公司",1995-05-02,2008-01-04,"Private, ltd by shares"
4394,515859,"CHINA SPEED FINANCE LIMITED
中迅財務有限公司",1995-05-25,2004-11-04,"Private, ltd by shares"
4395,531661,"CHINA SPIRIT HOLDINGS LIMITED
中茗集團有限公司",1995-11-28,2004-04-16,"Private, ltd by shares"
4396,531666,"CHINA SPRING HONG KONG LIMITED
中焯香港有限公司",1995-11-28,,"Private, ltd by shares"
4397,525801,"CHINA SPRIT HOLDINGS LIMITED
中萊集團有限公司",1995-09-19,2004-07-09,"Private, ltd by shares"
4398,511837,"CHINA STAMP PRODUCTS LIMITED
中華印章有限公司",1995-04-20,1999-03-12,"Private, ltd by shares"
4399,521261,"CHINA STAR ENGINEERING LIMITED
中星工程有限公司",1995-07-25,2009-06-30,"Private, ltd by shares"
4400,505093,"CHINA STAR GROUP (HONG KONG) CORPORATION LIMITED
中國實達集團(香港)有限公司",1995-02-14,,"Private, ltd by shares"
4401,525370,"CHINA STAR PROPERTIES LIMITED (d2001-02-09)
中星置業有限公司",1995-09-12,2001-02-09,"Private, ltd by shares"
4402,508975,"CHINA STATE INDUSTRIAL LIMITED
中昌實業有限公司",1995-03-23,1999-03-12,"Private, ltd by shares"
4403,516590,"CHINA STATE LIMITED (d2006-01-13)
華祥有限公司",1995-05-30,2006-01-13,"Private, ltd by shares"
4404,521850,"CHINA STATE TECHNOLOGY LIMITED (d2003-07-11)
華國科技有限公司",1995-08-01,2003-07-11,"Private, ltd by shares"
4405,507016,"CHINA SUGAR INDUSTRIES (HK) LIMITED
中糖(香港)有限公司",1995-03-07,2002-03-28,"Private, ltd by shares"
4406,504630,"CHINA SUN HUNG KAI INSURANCE (HOLDINGS) COMPANY LIMITED
中國新鴻基保險集團有限公司",1995-02-07,2004-03-10,"Private, ltd by shares"
4407,505827,"CHINA SUNSHINE TRADING COMPANY LIMITED
中國正陽貿易有限公司",1995-02-21,2004-12-24,"Private, ltd by shares"
4408,534835,"CHINA SYSTEM MANAGEMENT LIMITED
匯華管理有限公司",1995-12-28,,"Private, ltd by shares"
4409,518141,"CHINA TANG COMPANY LIMITED
中國製造有限公司",1995-06-20,,"Private, ltd by shares"
4410,508859,"CHINA TEAM (H.K.) LIMITED
中天(香港)有限公司",1995-03-23,2005-03-18,"Private, ltd by shares"
4411,510884,"CHINA TEAM BUILDING MATERIALS LIMITED
中天建材有限公司",1995-04-11,1999-05-14,"Private, ltd by shares"
4412,508860,"CHINA TEAM HOLDINGS LIMITED (d2003-06-20)
中天集團有限公司",1995-03-23,2003-06-20,"Private, ltd by shares"
4413,516882,"CHINA TEAM PROPERTY AGENCY LIMITED
中天地產代理有限公司",1995-06-01,1999-07-13,"Private, ltd by shares"
4414,504486,"CHINA TEAM TRADING LIMITED (d2006-06-16)
中天貿易有限公司",1995-02-07,2006-06-16,"Private, ltd by shares"
4415,527297,"CHINA TELECOM DEVELOP LIMITED
中國拓訊有限公司",1995-10-10,2002-03-15,"Private, ltd by shares"
4416,532198,CHINA TELECOM HOLDINGS LIMITED,1995-11-28,2003-01-24,"Private, ltd by shares"
4417,514740,"CHINA TELEMEDIA COPYRIGHT VERIFICATION ASSOCIATION LIMITED
中國影視音像版權認証聯合有限公司",1995-05-16,2009-11-06,Ltd by guarantee
4418,524395,"CHINA THAI (H.K.) TRAVEL CO. LIMITED
華泰(香港)旅遊有限公司",1995-08-31,2013-12-20,"Private, ltd by shares"
4419,531602,"CHINA THREE-GORGE HONG KONG INTERNATIONAL INVESTMENTS LIMITED
中國三峽香港國際投資有限公司",1995-11-23,2004-03-26,"Private, ltd by shares"
4420,513871,"CHINA THREE-GORGE LONGCHEST ENTERPRISES (HOLDINGS) LIMITED
中國三峽恒捷(集團)有限公司",1995-05-09,2005-05-13,"Private, ltd by shares"
4421,511858,"CHINA TIAN BAO (HONG KONG) ADVERTISEMENT & EXHIBITION PROMOTION LIMITED
中國天保(香港)廣告展覽有限公司",1995-04-20,2004-10-29,"Private, ltd by shares"
4422,511933,"CHINA TIAN BAO (HONG KONG) MEDICINE, HEALTH & CARE PRODUCTS LIMITED
中國天保(香港)醫療保健產品有限公司",1995-04-20,2004-01-16,"Private, ltd by shares"
4423,511859,"CHINA TIAN BAO (HONG KONG) TRAVEL & CONSULTANT COMPANY LIMITED
中國天保(香港)旅遊資詢顧問有限公司",1995-04-20,2004-01-16,"Private, ltd by shares"
4424,517021,"CHINA TIEN SHING HOLDINGS LIMITED
中國天成集團有限公司",1995-06-06,2002-10-11,"Private, ltd by shares"
4425,504163,China Tonghai Corporate Services Limited,1995-01-30,,"Private, ltd by shares"
4426,510577,"CHINA TOP (H.K.) LIMITED (d1998-07-03)
中資(香港)有限公司",1995-04-07,1998-07-03,"Private, ltd by shares"
4427,520556,"CHINA TOP ENTERPRISES LIMITED (d2001-11-09)
華銳企業有限公司",1995-07-18,2001-11-09,"Private, ltd by shares"
4428,529907,"CHINA TOP GARMENTS LIMITED
中達製衣有限公司",1995-11-07,2004-01-30,"Private, ltd by shares"
4429,505017,"CHINA TOP HOLDINGS LIMITED (d2003-04-25)
中億集團有限公司",1995-02-14,2003-04-25,"Private, ltd by shares"
4430,521269,"CHINA TOP MANAGEMENT LIMITED (d2004-02-20)
中港管理有限公司",1995-07-25,2004-02-20,"Private, ltd by shares"
4431,506352,"CHINA TOP SHIPPING LIMITED
廣泰船務有限公司",1995-02-28,2004-01-02,"Private, ltd by shares"
4432,508912,"CHINA TOWN PRODUCTION COMPANY LIMITED
中城製作有限公司",1995-03-23,2003-09-11,"Private, ltd by shares"
4433,534465,"CHINA TRADEMARK & PATENT (NOMINEES) LIMITED
中國商標事務(代理)有限公司",1995-12-21,,"Private, ltd by shares"
4434,530743,"CHINA TRADITIONAL YIZHONGGONG STUDY INSTITUTE LIMITED
中華傳統醫宗功研究會有限公司",1995-11-14,2001-01-12,"Private, ltd by shares"
4435,506924,CHINA TRANS-CONTINENTAL COMPANY LIMITED,1995-03-02,2011-05-27,"Private, ltd by shares"
4436,522287,"CHINA TRAVEL FINANCIAL HOLDINGS CO., LIMITED
香港中旅金融控股有限公司",1995-08-08,,"Private, ltd by shares"
4437,525257,"CHINA TRAVEL INDUSTRIAL INVESTMENT HONG KONG LIMITED
香港中旅實業投資有限公司",1995-09-12,2003-05-13,"Private, ltd by shares"
4438,514011,"CHINA TRAVEL SECRETARIAL SERVICES LIMITED
香港中旅秘書服務有限公司",1995-05-09,2017-11-10,"Private, ltd by shares"
4439,532459,"CHINA TREASURE INTERNATIONAL INVESTMENT LIMITED (d2002-12-06)
中寶國際投資有限公司",1995-11-30,2002-12-06,"Private, ltd by shares"
4440,516269,"CHINA TRIUMPH HOLDINGS LIMITED
中羚集團有限公司",1995-05-30,2004-02-06,"Private, ltd by shares"
4441,516235,"CHINA TRIUMPH HONG KONG LIMITED
中雄香港有限公司",1995-05-30,1999-02-12,"Private, ltd by shares"
4442,518533,"CHINA UNION (CASHMERE) INTERNATIONAL GROUP LIMITED
中和羊羢國際集團有限公司",1995-06-22,,"Private, ltd by shares"
4443,528542,"CHINA UNION INTERNATIONAL SHIPPING LIMITED
中聯國際船務有限公司",1995-10-19,2016-11-25,"Private, ltd by shares"
4444,526633,"CHINA UNION TRANSPORTATION LIMITED
中聯運輸有限公司",1995-09-26,1999-02-12,"Private, ltd by shares"
4445,505816,"CHINA UNIQUE INTERNATIONAL LIMITED (d2002-04-26)
中愉國際有限公司",1995-02-21,2002-04-26,"Private, ltd by shares"
4446,505062,"CHINA UNITED FILM LIMITED
中華影業聯合有限公司",1995-02-14,1998-09-18,"Private, ltd by shares"
4447,509814,"CHINA UNITED INVESTMENT (HK) LIMITED
中國聯合投資(香港)有限公司",1995-03-30,,"Private, ltd by shares"
4448,505194,"CHINA UNITED TELECOMMUNICATIONS (INTERNATIONAL) LIMITED
中國聯合通信(國際)有限公司",1995-02-14,1998-11-13,"Private, ltd by shares"
4449,522972,"CHINA UNIVERSAL DEVELOPMENT (H.K.) LIMITED
華宇發展(香港)有限公司",1995-08-15,2004-10-21,"Private, ltd by shares"
4450,522307,"CHINA UNIVERSE CYCLE (H.K.) LIMITED
華宇自行車(香港)有限公司",1995-08-08,2009-12-18,"Private, ltd by shares"
4451,529335,"CHINA UP INTERNATIONAL LIMITED (d2003-08-15)
華升國際有限公司",1995-10-31,2003-08-15,"Private, ltd by shares"
4452,508486,"CHINA VAST HOLDINGS LIMITED (d2004-01-02)
華圖集團有限公司",1995-03-21,2004-01-02,"Private, ltd by shares"
4453,501878,"CHINA VAST INTERNATIONAL LIMITED (d2008-07-18)
名華國際有限公司",1995-01-03,2008-07-18,"Private, ltd by shares"
4454,521614,"CHINA VAST MOTORS LIMITED
中國第一汽車有限公司",1995-07-27,2004-02-20,"Private, ltd by shares"
4455,512022,"CHINA VISION COMPANY LIMITED
智念有限公司",1995-04-20,2004-01-16,"Private, ltd by shares"
4456,517320,"CHINA WANBO (HONG KONG) COMPANY LIMITED
中國萬博(香港)有限公司",1995-06-08,1998-09-11,"Private, ltd by shares"
4457,520370,"CHINA WARM INTERNATIONAL LIMITED
中旺國際有限公司",1995-07-18,2004-02-20,"Private, ltd by shares"
4458,514189,"CHINA WAVE INDUSTRIES LIMITED
龍濤實業有限公司",1995-05-11,,"Private, ltd by shares"
4459,516588,"CHINA WAY GLOBAL COMPANY LIMITED
華威環球發展有限公司",1995-05-30,,"Private, ltd by shares"
4460,515606,"CHINA WAY PETROCHEMICALS LIMITED
中滙國際化工有限公司",1995-05-23,2004-01-16,"Private, ltd by shares"
4461,502148,"CHINA WAY TRAVEL SERVICE LIMITED
國通旅行社有限公司",1995-01-05,,"Private, ltd by shares"
4462,523443,"CHINA WEAL FREEDOMIZED (HONG KONG) LIMITED
中望飛龍電腦系統(香港)有限公司",1995-08-17,2004-03-05,"Private, ltd by shares"
4463,534057,"CHINA WEAL INTERNATIONAL LIMITED
中太國際有限公司",1995-12-19,2013-04-19,"Private, ltd by shares"
4464,502767,"CHINA WEALTH ENTERPRISE HOLDINGS LIMITED
國豐企業集團有限公司",1995-01-12,,"Private, ltd by shares"
4465,516945,"CHINA WEALTH GROUP (HONG KONG) COMPANY LIMITED
中潤集團(香港)有限公司",1995-06-01,2005-01-17,"Private, ltd by shares"
4466,519575,"CHINA WELL ON HOLDINGS LIMITED
中國偉安集團有限公司",1995-07-06,2002-11-22,"Private, ltd by shares"
4467,525507,"CHINA WESTERN GINSENG UNITED DEVELOPMENT HOLDINGS (HONG KONG) LIMITED
中國西洋參聯合開發總公司(香港)有限公司",1995-09-14,2004-02-27,"Private, ltd by shares"
4468,506747,"CHINA WESTERN INVESTMENTS AND INDUSTRIAL LIMITED
中國西部投資實業有限公司",1995-03-02,2004-01-02,"Private, ltd by shares"
4469,512212,"CHINA WHEEL (HK) COMPANY LIMITED
華泰輪轂(香港)有限公司",1995-04-25,,"Private, ltd by shares"
4470,533072,"CHINA WIN MARITIME LIMITED
中通海運有限公司",1995-12-07,,"Private, ltd by shares"
4471,523616,"CHINA WINNER INTERNATIONAL INVESTMENT COMPANY, LIMITED
中鵬國際投資有限公司",1995-08-22,2002-10-11,"Private, ltd by shares"
4472,510818,"CHINA WINNER INVESTMENT LIMITED (d2003-03-21)
裕璟投資有限公司",1995-04-07,2003-03-21,"Private, ltd by shares"
4473,503562,"CHINA WISDOM DEVELOPMENT LIMITED
華慧發展有限公司",1995-01-19,,"Private, ltd by shares"
4474,532764,"CHINA WISDOM FAR EAST LIMITED
中智遠東有限公司",1995-12-05,,"Private, ltd by shares"
4475,524822,"CHINA WISDOM LIMITED (d2017-04-28)
華慧有限公司",1995-09-05,2017-04-28,"Private, ltd by shares"
4476,521396,"CHINA WISE (HONG KONG) LIMITED (d2007-12-17)
華發(香港)有限公司",1995-07-27,2007-12-17,"Private, ltd by shares"
4477,531927,"CHINA WOOD HOLDINGS LIMITED (d2011-12-16)
中林集團有限公司",1995-11-28,2011-12-16,"Private, ltd by shares"
4478,503894,"CHINA WORLD HONOUR MOTOR TRADING LIMITED
華洋國際汽車貿易有限公司",1995-01-26,1998-04-24,"Private, ltd by shares"
4479,517898,"CHINA WORLD TECHNOLOGY LIMITED
華威科技(香港)有限公司",1995-06-15,,"Private, ltd by shares"
4480,526968,"CHINA WUZHOU PETROLEUM GROUP LIMITED
中國五洲石油集團有限公司",1995-10-03,2015-02-13,"Private, ltd by shares"
4481,510326,"CHINA XUE LING LIMITED
中國血靈有限公司",1995-04-04,2020-11-13,"Private, ltd by shares"
4482,509136,"CHINA YIELD HOLDINGS LIMITED
中國億豪集團有限公司",1995-03-23,,"Private, ltd by shares"
4483,503011,"CHINA YINHONG (HK) LIMITED
中國銀宏(香港)有限公司",1995-01-17,2001-07-20,"Private, ltd by shares"
4484,523643,"CHINA YUAN DA INTERNATIONAL GROUP LIMITED
中國遠大國際集團有限公司",1995-08-22,2005-08-19,"Private, ltd by shares"
4485,503902,"CHINA YUEN ENTERPRISES (HOLDINGS) LIMITED
華源實業(集團)有限公司",1995-01-26,2001-02-02,"Private, ltd by shares"
4486,512882,"CHINA-HK INDUSTRIAL LIMITED
華港實業有限公司",1995-04-27,,"Private, ltd by shares"
4487,531582,"CHINA-HK LIMITED
華富行有限公司",1995-11-23,,"Private, ltd by shares"
4488,526388,"CHINA-HK REALTY LIMITED
港華置業有限公司",1995-09-26,,"Private, ltd by shares"
4489,511091,"CHINA-HK TRADING LIMITED
粵港貿易有限公司",1995-04-11,,"Private, ltd by shares"
4490,520413,"CHINA-O LIMITED
中企聯網有限公司",1995-07-18,2001-10-05,"Private, ltd by shares"
4491,511184,"CHINA-ON-LINE COMMUNICATION LIMITED
華之路有限公司",1995-04-13,2015-03-06,"Private, ltd by shares"
4492,519761,"CHINA-SOUND AUDIO VISUAL CONSULTANTS LIMITED
聲特工程顧問有限公司",1995-07-11,2004-12-03,"Private, ltd by shares"
4493,533840,CHINA-STRENGTH LIMITED,1995-12-14,1999-01-22,"Private, ltd by shares"
4494,506030,"CHINA-TECH ENGINEERING (HONG KONG) LIMITED
華特工程(香港)有限公司",1995-02-23,1998-07-03,"Private, ltd by shares"
4495,531309,"CHINABEST GROUP LIMITED
中弘集團有限公司",1995-11-21,2004-03-26,"Private, ltd by shares"
4496,505175,"CHINABRIL JEWELRY COMPANY LIMITED
百利華珠寶首飾有限公司",1995-02-14,2001-10-19,"Private, ltd by shares"
4497,514181,"CHINACHAMP ELECTRONICS COMPANY LIMITED
浚昌電子有限公司",1995-05-11,2004-01-16,"Private, ltd by shares"
4498,527860,"CHINAFORT PETROCHEMICAL LIMITED
中堡化工有限公司",1995-10-12,2002-05-10,"Private, ltd by shares"
4499,532120,"CHINALAND INVESTMENTS LIMITED
忠陸投資有限公司",1995-11-28,,"Private, ltd by shares"
4500,505648,"CHINALIFE TRADING LIMITED
中禮貿易有限公司",1995-02-21,2003-12-12,"Private, ltd by shares"
4501,509437,"CHINAMARK ENGINEERING LIMITED
中茂工程有限公司",1995-03-28,,"Private, ltd by shares"
4502,502341,"CHINAMARK INDUSTRIES LIMITED
中茂實業有限公司",1995-01-10,2001-09-21,"Private, ltd by shares"
4503,502333,"CHINAMARK MANAGEMENT LIMITED
中茂管理有限公司",1995-01-10,2003-11-28,"Private, ltd by shares"
4504,516458,"CHINARED INTERNATIONAL LIMITED
林禾木業有限公司",1995-05-30,2005-08-19,"Private, ltd by shares"
4505,514835,"CHINARED TECHNOLOGY LIMITED
華悅科技有限公司",1995-05-18,2004-01-16,"Private, ltd by shares"
4506,532901,"CHINAREX INTERNATIONAL LIMITED
華亮國際有限公司",1995-12-05,2016-07-29,"Private, ltd by shares"
4507,503761,"CHINASAILS ENTERPRISES COMPANY LIMITED
中航企業有限公司",1995-01-24,,"Private, ltd by shares"
4508,512596,"CHINASILVER TRADING LIMITED
錫漢貿易有限公司",1995-04-25,1999-01-22,"Private, ltd by shares"
4509,513911,"CHINASOFT LIMITED
華軟有限公司",1995-05-09,,"Private, ltd by shares"
4510,501877,"CHINATECH HOLDINGS LIMITED
佳達集團有限公司",1995-01-03,2003-04-25,"Private, ltd by shares"
4511,505857,"CHINATEX ENTERPRISES LIMITED
華紡企業有限公司",1995-02-23,2007-08-10,"Private, ltd by shares"
4512,517074,"CHINATIME MANAGEMENT LIMITED
中泰管理有限公司",1995-06-06,1998-08-07,"Private, ltd by shares"
