,Reg no.,Name,"Incorp-
orated",Dissolved,Type
3930,101191,EMDIA LIMITED (d2009-01-02),1981-08-05,2009-01-02,"Private, ltd by shares"
3931,104530,"EMDIAMOND COMPANY LIMITED
鑽綠寶石有限公司",1981-10-27,1997-01-31,"Private, ltd by shares"
3932,105836,EMEDIL COMPANY LIMITED,1981-11-24,1987-05-29,"Private, ltd by shares"
3933,91961,"EMIKO COMPANY LIMITED
易美好有限公司",1981-01-13,,"Private, ltd by shares"
3934,94955,Eminent Assets Limited,1981-03-17,,"Private, ltd by shares"
3935,92338,EMJAY DEVELOPMENT COMPANY LIMITED,1981-01-20,2019-03-01,"Private, ltd by shares"
3936,107034,EMLYN INVESTMENTS LIMITED (d1986-04-24),1981-12-23,1986-04-24,"Private, ltd by shares"
3937,93192,EMMENTAL LIMITED (d2003-07-25),1981-02-10,2003-07-25,"Private, ltd by shares"
3938,93964,"EMPEROR COMMODITY INVESTMENTS LIMITED
英皇商品期貨投資有限公司",1981-02-24,1994-12-23,"Private, ltd by shares"
3939,102278,"EMPEROR HOTEL MANAGEMENT COMPANY LIMITED
勝洋酒店管理有限公司",1981-08-28,2018-01-22,"Private, ltd by shares"
3940,91493,"EMPHASIS VIDEO ENTERTAINMENT LIMITED
安訊影視娛樂有限公司",1981-01-02,,"Private, ltd by shares"
3941,92145,"EMPIRE VIDEO AND FILM LABORATORY LIMITED
帝國錄影製作中心有限公司",1981-01-16,1999-10-03,"Private, ltd by shares"
3942,99616,EMPIRICAL INVESTMENTS LIMITED (d2002-12-13),1981-06-23,2002-12-13,"Private, ltd by shares"
3943,102574,EMSDENE COMPANY LIMITED,1981-09-04,1991-05-27,"Private, ltd by shares"
3944,102151,"EN-MODE COMPANY LIMITED
安奴有限公司",1981-08-25,2000-04-07,"Private, ltd by shares"
3945,99963,"EN-SOIE FASHION MANUFACTURING LIMITED
絲洋製衣有限公司",1981-06-30,1994-02-18,"Private, ltd by shares"
3946,93583,ENCABA (H.K.) LIMITED,1981-02-17,,"Private, ltd by shares"
3947,105515,ENCELADUS LIMITED (d1989-04-28),1981-11-13,1989-04-28,"Private, ltd by shares"
3948,92466,"ENCON (NOMINEES) LIMITED
安勤(授信)有限公司",1981-01-23,1991-09-27,"Private, ltd by shares"
3949,96329,ENCORE ESTATES LIMITED,1981-04-22,1986-08-21,"Private, ltd by shares"
3950,92164,ENDERFIELD LIMITED,1981-01-16,1988-09-27,"Private, ltd by shares"
3951,100697,ENDS & MEANS LIMITED,1981-07-21,1996-06-28,"Private, ltd by shares"
3952,104395,"ENDSWELL COMPANY LIMITED
光元有限公司",1981-10-23,2001-03-23,"Private, ltd by shares"
3953,96951,ENERGICO INVESTMENTS LIMITED,1981-04-29,1998-12-11,"Private, ltd by shares"
3954,103228,ENERGY OILFIELD SERVICES LIMITED,1981-09-22,1996-06-28,"Private, ltd by shares"
3955,95521,ENERGY SHOE COMPANY LIMITED,1981-03-31,1997-09-12,"Private, ltd by shares"
3956,101971,"ENFIELD INDUSTRIAL COMPANY LIMITED
安富實業有限公司",1981-08-21,,"Private, ltd by shares"
3957,100162,ENFIELD INVESTMENTS LIMITED (d1986-04-30),1981-07-08,1986-04-30,"Private, ltd by shares"
3958,91494,ENGINE PARTS SERVICE (HONG KONG) LIMITED,1981-01-02,1998-06-05,"Private, ltd by shares"
3959,93417,ENGLEBERG INVESTMENT LIMITED,1981-02-13,1997-12-09,"Private, ltd by shares"
3960,93634,ENHSIEN INVESTMENTS (H.K.) LIMITED,1981-02-20,1996-08-02,"Private, ltd by shares"
3961,104302,"ENOHARA COMPANY LIMITED
榎原有限公司",1981-10-20,1996-08-23,"Private, ltd by shares"
3962,101137,"ENORMOUS GAIN LIMITED
皇勁有限公司",1981-07-31,2002-11-08,"Private, ltd by shares"
3963,95170,ENRICH ENTERPRISES LIMITED (d1995-12-22),1981-03-20,1995-12-22,"Private, ltd by shares"
3964,97130,ENRIQUECER LIMITED,1981-05-01,,"Private, ltd by shares"
3965,91982,ENSIRE PAGEN LIMITED,1981-01-13,1996-05-10,"Private, ltd by shares"
3966,107119,"ENSITE LIMITED (d1996-07-19)
鏞景有限公司",1981-12-23,1996-07-19,"Private, ltd by shares"
3967,98538,ENTERO COMPANY LIMITED,1981-05-29,,"Private, ltd by shares"
3968,105978,"ENTERTAINMENT CITY LIMITED (HK)
娛樂天地有限公司",1981-11-27,,"Private, ltd by shares"
3969,98571,ENTERTEC PROMOTIONAL PRODUCTS LIMITED,1981-05-29,2006-01-13,"Private, ltd by shares"
3970,104546,"ENTRAN DEVELOPMENT LIMITED
燕春發展有限公司",1981-10-27,2002-04-12,"Private, ltd by shares"
3971,106131,"ENTREASURE TRADING LIMITED
裕享貿易有限公司",1981-12-01,,"Private, ltd by shares"
3972,95879,"ENVIRONMENT HYGIENE SERVICE LIMITED
環境衞生有限公司",1981-04-08,2004-07-16,"Private, ltd by shares"
3973,95945,"ENZY COMPANY LIMITED
安致有限公司",1981-04-08,1996-06-28,"Private, ltd by shares"
3974,104955,EOS LIMITED (d2004-03-26),1981-11-03,2004-03-26,"Private, ltd by shares"
3975,104552,EPROL INVESTMENT LIMITED,1981-10-27,1996-05-31,"Private, ltd by shares"
3976,94068,EQ PROTECTORS (HK) LIMITED,1981-02-27,2017-08-18,"Private, ltd by shares"
3977,98359,EQUAL CHANCE LIMITED (d1996-04-19),1981-05-26,1996-04-19,"Private, ltd by shares"
3978,98362,EQUAL PROFITS LIMITED,1981-05-26,1999-07-23,"Private, ltd by shares"
3979,103623,"EQUATORIA LIMITED
依亞有限公司",1981-10-02,1992-02-28,"Private, ltd by shares"
3980,98784,"EQUIPMENTS AND COMPONENTS LIMITED
金寶麟電子-儀器有限公司",1981-06-05,1996-06-07,"Private, ltd by shares"
3981,103055,EQUUS REALTY LIMITED,1981-09-18,1992-03-31,"Private, ltd by shares"
3982,103692,"ERAWAN COMPANY LIMITED
毅利華有限公司",1981-10-07,,"Public, ltd by shares"
3983,92368,"ERFOLG INVESTMENTS LIMITED
愛發投資有限公司",1981-01-20,1998-08-28,"Private, ltd by shares"
3984,94260,ERGOT INVESTMENTS LIMITED,1981-03-03,1996-08-02,"Private, ltd by shares"
3985,95223,"ERIC DEVELOPMENT LIMITED
栢德發展有限公司",1981-03-24,1986-09-10,"Private, ltd by shares"
3986,97997,ERIC WILSON KING LIMITED,1981-05-19,1991-06-28,"Private, ltd by shares"
3987,96269,ERICO LIMITED,1981-04-16,,"Private, ltd by shares"
3988,96311,"ERICTON COMPANY LIMITED
好來登有限公司",1981-04-22,2019-11-01,"Private, ltd by shares"
3989,91540,ERID INVESTMENT LIMITED,1981-01-02,1996-05-31,"Private, ltd by shares"
3990,103400,"ERL (ASIA) LIMITED
環境資源有限公司",1981-09-25,2003-05-30,"Private, ltd by shares"
3991,94009,"ERNEST BOREL (FAR EAST) COMPANY LIMITED
依波路(遠東)有限公司",1981-02-27,,"Private, ltd by shares"
3992,98003,"ERNEST, LIMITED",1981-05-19,1986-05-30,"Private, ltd by shares"
3993,97679,"EROS FASHION COMPANY LIMITED
盈屋時裝有限公司",1981-05-08,1996-04-19,"Private, ltd by shares"
3994,94845,"EROTRADE COMPANY LIMITED
艾羅貿易有限公司",1981-03-13,2002-03-08,"Private, ltd by shares"
3995,105962,ERRINGTON ENTERPRISES LIMITED (d1996-07-26),1981-11-27,1996-07-26,"Private, ltd by shares"
3996,92992,"ERUDILE COMPANY LIMITED
依諾信有限公司",1981-02-03,1989-05-28,"Private, ltd by shares"
3997,100866,"ERVINE INVESTMENT LIMITED
雅榮置業有限公司",1981-07-24,2003-07-25,"Private, ltd by shares"
3998,97335,ESCOFFIER (HONG KONG) LIMITED,1981-05-05,1996-03-29,"Private, ltd by shares"
3999,99959,ESCORIAL DEVELOPMENT LIMITED,1981-06-30,1998-11-13,"Private, ltd by shares"
4000,96916,"ESEEFULL FRANKE MANUFACTORY LIMITED
怡富發記有限公司",1981-04-29,2001-09-14,"Private, ltd by shares"
4001,95612,ESHAN (H.K.) LIMITED,1981-04-03,2015-12-31,"Private, ltd by shares"
4002,102270,ESHOWE LIMITED,1981-08-28,1989-02-28,"Private, ltd by shares"
4003,94682,"ESKIMO FUR LIMITED
愛慕皮草有限公司",1981-03-13,1996-08-02,"Private, ltd by shares"
4004,101525,"ESMOND SHIPPING LIMITED
億邦航運有限公司",1981-08-11,,"Private, ltd by shares"
4005,99605,"ESNOLTA LIMITED
敬盈有限公司",1981-06-23,1996-07-19,"Private, ltd by shares"
4006,100821,"ESPERANCE (H.K.) ENTERPRISES LIMITED
商運實業有限公司",1981-07-24,1999-07-23,"Private, ltd by shares"
4007,98063,ESPRIT DE CORP LIMITED,1981-05-19,1992-08-07,"Private, ltd by shares"
4008,102451,ESPRIT RETAIL (HONG KONG) LIMITED,1981-09-02,,"Private, ltd by shares"
4009,101115,"ESSARDAS & SONS LIMITED
依沙打士父子有限公司",1981-07-31,,"Private, ltd by shares"
4010,104921,ESSARINDO COMPANY LIMITED,1981-11-03,1996-05-24,"Private, ltd by shares"
4011,100449,"ESSENCE CURTAIN COMPANY LIMITED
宜新窗簾有限公司",1981-07-17,,"Private, ltd by shares"
4012,103736,"ESSENTIAL (CHINA) COMPANY LIMITED
安寧(中國)有限公司",1981-10-07,2000-07-21,"Private, ltd by shares"
4013,106942,"ESSENTIAL ENGINEERING COMPANY LIMITED
宜昇工程有限公司",1981-12-23,1996-10-20,"Private, ltd by shares"
4014,103735,ESSENTIAL NOMINEES LIMITED,1981-10-07,2003-05-30,"Private, ltd by shares"
4015,94944,"ESTATE-CARE PROPERTY MANAGEMENT LIMITED
顧業物業管理有限公司",1981-03-17,,"Private, ltd by shares"
4016,99372,ESTERHAM LIMITED,1981-06-19,1996-08-02,"Private, ltd by shares"
4017,94406,ESTORENA CONSULTANTS COMPANY LIMITED,1981-03-06,1991-09-27,"Private, ltd by shares"
4018,104021,"ESTORIL COURT MANAGEMENT COMPANY LIMITED
愛都大廈管理有限公司",1981-10-13,,"Private, ltd by shares"
4019,105693,ET & PGS (FAR EAST) LIMITED,1981-11-20,1996-05-31,"Private, ltd by shares"
4020,98008,ETERNAL EVERGREEN LIMITED (d1996-05-10),1981-05-19,1996-05-10,"Private, ltd by shares"
4021,105402,"ETERNAL FOOTWEAR COMPANY LIMITED
永聯鞋業貿易有限公司",1981-11-13,2013-12-13,"Private, ltd by shares"
4022,105493,"ETERNAL LIFE ENTERPRISE LIMITED
永生行企業有限公司",1981-11-13,1996-11-22,"Private, ltd by shares"
4023,97877,"ETERNAL LUCK COMPANY LIMITED
貽德堂有限公司",1981-05-15,1998-11-13,"Private, ltd by shares"
4024,96120,"ETERNITY DIAMOND AND JEWELLERY LIMITED
永生珠寶有限公司",1981-04-14,,"Private, ltd by shares"
4025,104766,"ETERNTRADE COMPANY LIMITED
恒臻貿易有限公司",1981-10-30,1996-06-28,"Private, ltd by shares"
4026,101941,ETHERIDGE COMPANY LIMITED,1981-08-21,,"Private, ltd by shares"
4027,98043,"ETIMEX INTERNATIONAL LIMITED
合得國際有限公司",1981-05-19,1986-07-21,"Private, ltd by shares"
4028,91962,"ETOILE COMPANY LIMITED
易圖利有限公司",1981-01-13,1988-03-14,"Private, ltd by shares"
4029,98208,EU HONG TRADING COMPANY LIMITED,1981-05-22,1986-05-30,"Private, ltd by shares"
4030,107297,EUCHEAL INVESTMENTS LIMITED,1981-12-31,,"Private, ltd by shares"
4031,93642,EUCHEAL PROPERTIES LIMITED,1981-02-20,,"Private, ltd by shares"
4032,94620,EUCLIFF LIMITED,1981-03-10,1991-03-28,"Private, ltd by shares"
4033,92792,"EUMENES SHIPPING COMPANY LIMITED
衍明航業有限公司",1981-01-30,1995-08-18,"Private, ltd by shares"
4034,97688,EURASCO ENTERPRISE LIMITED,1981-05-12,1996-04-26,"Private, ltd by shares"
4035,101466,EURASIA WATCH COMPANY LIMITED,1981-08-11,2004-06-25,"Private, ltd by shares"
4036,103952,EURASIA X-RAY AND MEDICAL LABORATORY LIMITED,1981-10-13,2003-09-05,"Private, ltd by shares"
4037,95798,"EUREKA INDUSTRIES LIMITED (d1996-06-07)
易佳有限公司",1981-04-08,1996-06-07,"Private, ltd by shares"
4038,106984,"EURO AIR & TRAVEL LIMITED
英獅旅遊有限公司",1981-12-23,1996-05-31,"Private, ltd by shares"
4039,104607,EURO FOUNTAIN INVESTMENT COMPANY LIMITED,1981-10-27,1994-04-29,"Private, ltd by shares"
4040,102897,EURO MARITIME AGENCIES LIMITED,1981-09-11,2003-08-22,"Private, ltd by shares"
4041,92546,"EURO PACIFIC ADVISERS LIMITED
法國裕來金融顧問有限公司",1981-01-23,2000-01-26,"Private, ltd by shares"
4042,92308,"EURO PLUMBING & ENGINEERING COMPANY LIMITED
歐陸水喉工程有限公司",1981-01-20,1996-04-26,"Private, ltd by shares"
4043,96110,EURO-AMERICA INDUSTRIES MANUFACTURING LIMITED,1981-04-14,2002-05-17,"Private, ltd by shares"
4044,96039,"EURO-AMERISIA INTERNATIONAL COMPANY LIMITED
歐美亞有限公司",1981-04-10,1998-11-13,"Private, ltd by shares"
4045,92126,"EURO-CHEMI LIMITED
歐陸化工原料有限公司",1981-01-16,2001-02-16,"Private, ltd by shares"
4046,95325,"EURO-RICH LIMITED
歐富有限公司",1981-03-24,2003-09-05,"Private, ltd by shares"
4047,102920,EUROCRAFTS LIMITED,1981-09-16,,"Private, ltd by shares"
4048,92430,EUROFIL MANAGEMENT & INVESTMENT CONSULTANTS (HK) LIMITED,1981-01-23,1996-05-31,"Private, ltd by shares"
4049,95495,EUROKO SILK PRINTING (HONG KONG) LIMITED,1981-03-27,,"Private, ltd by shares"
4050,95483,"EUROLA LIMITED (d2001-05-06)
歐麗有限公司",1981-03-27,2001-05-06,"Private, ltd by shares"
4051,102598,EUROLAND LIMITED (d2006-03-03),1981-09-04,2006-03-03,"Private, ltd by shares"
4052,106728,EUROMAIL PURCHASING GROUP LIMITED,1981-12-15,1998-06-09,"Private, ltd by shares"
4053,102599,EUROMED LIMITED (d1996-07-19),1981-09-04,1996-07-19,"Private, ltd by shares"
4054,98900,"EUROPA SHOE MATERIAL RESOURCES LIMITED
歐洲鞋材有限公司",1981-06-09,2004-02-20,"Private, ltd by shares"
4055,99729,"EUROPAC TRADING LIMITED
雨龍貿易有限公司",1981-06-26,1996-07-26,"Private, ltd by shares"
4056,103514,EUROSPUR COMPANY LIMITED,1981-09-29,1996-05-31,"Private, ltd by shares"
4057,102813,EUSEBIO LIMITED (d1996-06-28),1981-09-11,1996-06-28,"Private, ltd by shares"
4058,101487,EVABON INVESTMENTS LIMITED,1981-08-11,1996-06-07,"Private, ltd by shares"
4059,94649,EVANFIELD LIMITED,1981-03-10,,"Private, ltd by shares"
4060,98609,"EVANGELISM EXPLOSION III-HONG KONG LIMITED
香港三元福音倍進佈道有限公司",1981-06-02,,Ltd by guarantee
4061,101661,EVANO LIMITED (HK),1981-08-14,2019-11-29,"Private, ltd by shares"
4062,100313,EVANS COMPUTING LIMITED (d2000-04-07),1981-07-10,2000-04-07,"Private, ltd by shares"
4063,94651,EVANWOOD LIMITED (d1996-06-28),1981-03-10,1996-06-28,"Private, ltd by shares"
4064,107179,EVER ACT LIMITED (d1989-10-27),1981-12-29,1989-10-27,"Private, ltd by shares"
4065,95032,"EVER COMMERCIAL COMPANY LIMITED
永恒商業有限公司",1981-03-20,,"Private, ltd by shares"
4066,107186,EVER EXCESS LIMITED,1981-12-29,1996-06-28,"Private, ltd by shares"
4067,93512,"EVER FINANCE (NOMINEE) LIMITED
永恒財務(代理人)有限公司",1981-02-17,2004-04-16,"Private, ltd by shares"
4068,96502,"EVER GLORY ENTERPRISES LIMITED (d1993-09-16)
鴻耀貿易有限公司",1981-04-22,1993-09-16,"Private, ltd by shares"
4069,99385,"EVER GREEN MOTORS LIMITED
恒業汽車有限公司",1981-06-19,1996-05-10,"Private, ltd by shares"
4070,100764,"EVER MATCH COMPANY LIMITED
能滙有限公司",1981-07-24,2004-07-09,"Private, ltd by shares"
4071,105573,"EVER MERIT COMPANY LIMITED
長欣有限公司",1981-11-17,,"Private, ltd by shares"
4072,107188,EVER MOUNT LIMITED (d2003-08-13),1981-12-29,2003-08-13,"Private, ltd by shares"
4073,98658,"EVER ONWARD TRANSPORTATION LIMITED
恒豐運輸有限公司",1981-06-02,2003-04-11,"Private, ltd by shares"
4074,99566,"EVER PROFIT TRADING COMPANY LIMITED
旭利有限公司",1981-06-23,1996-04-26,"Private, ltd by shares"
4075,94693,"EVER PROPERTY MANAGEMENT LIMITED
永恒地產管理有限公司",1981-03-13,2003-08-12,"Private, ltd by shares"
4076,106649,"EVER PROSPER INVESTMENT LIMITED
恒茂投資有限公司",1981-12-11,2001-12-21,"Private, ltd by shares"
4077,103814,"EVER RICH INVESTMENT LIMITED (d1995-08-28)
恒富投資有限公司",1981-10-09,1995-08-28,"Private, ltd by shares"
4078,107180,"EVER RUN LIMITED
恒登有限公司",1981-12-29,,"Private, ltd by shares"
4079,98759,"EVER SHINING INVESTMENT COMPANY LIMITED
永亮置業有限公司",1981-06-05,2001-11-23,"Private, ltd by shares"
4080,97018,"EVER TIME FOOD & GROCERY COMPANY LIMITED
永泰糧雜有限公司",1981-04-29,,"Private, ltd by shares"
4081,93777,"EVER UP INVESTMENTS LIMITED
恒卓投資有限公司",1981-02-20,,"Private, ltd by shares"
4082,100701,"EVER VALUE COMPANY LIMITED
能豐有限公司",1981-07-21,2011-09-02,"Private, ltd by shares"
4083,104348,"EVER WEALTHY INTERNATIONAL (HK) LIMITED
恒成國際(香港)有限公司",1981-10-23,1996-04-19,"Private, ltd by shares"
4084,98729,"EVER-COME COMPANY LIMITED
君博有限公司",1981-06-05,1999-04-14,"Private, ltd by shares"
4085,94598,"EVER-EXPANDING COMPANY LIMITED
恒展有限公司",1981-03-10,1996-05-31,"Private, ltd by shares"
4086,102941,"EVER-RICH (GROUP) LIMITED
進達(集團)有限公司",1981-09-16,2008-04-03,"Private, ltd by shares"
4087,93080,EVER-SOUND NOMINEES LIMITED,1981-02-03,1996-05-31,"Private, ltd by shares"
4088,92973,"EVER-WINNER ELECTRIC WORKS LIMITED
榮華電器製品廠有限公司",1981-02-03,,"Private, ltd by shares"
4089,93615,"EVERBEST GROUP INSURANCE SERVICES LIMITED
恒泰集團保險業務有限公司",1981-02-20,,"Private, ltd by shares"
4090,99645,"EVERBUILD INVESTMENT LIMITED
永健投資有限公司",1981-06-23,1996-07-19,"Private, ltd by shares"
4091,93482,EVEREST ENGINEERING CONSULTANTS LIMITED (d1996-06-07),1981-02-17,1996-06-07,"Private, ltd by shares"
4092,106881,"EVERFINE COLOUR PHOTOFINISHING COMPANY LIMITED
永麗彩色冲印有限公司",1981-12-18,1999-03-15,"Private, ltd by shares"
4093,99559,"EVERGETIC DEVELOPMENT COMPANY LIMITED
邦成有限公司",1981-06-23,,"Private, ltd by shares"
4094,96371,EVERGO (NOMINEES) LIMITED,1981-04-22,,"Private, ltd by shares"
4095,100700,"EVERGO ELECTRIC MANUFACTURING COMPANY LIMITED
愛美高電器製造廠有限公司",1981-07-21,2002-10-18,"Private, ltd by shares"
4096,105439,EVERGOLD ENGINEERING (ASIA) LIMITED,1981-11-13,1988-05-09,"Private, ltd by shares"
4097,104881,"EVERGOOD INVESTMENTS LIMITED
恆德投資有限公司",1981-10-30,,"Private, ltd by shares"
4098,97134,"EVERGREEN EMBROIDERY LIMITED (d1996-03-29)
松柏繡花有限公司",1981-05-01,1996-03-29,"Private, ltd by shares"
4099,99508,EVERGREEN FINANCIAL LIMITED (d1996-04-26),1981-06-23,1996-04-26,"Private, ltd by shares"
4100,99549,"EVERGREEN PUBLICATIONS LIMITED
長春出版社有限公司",1981-06-23,2001-02-02,"Private, ltd by shares"
4101,105267,"EVERGROW TRADING LIMITED
永高洋行有限公司",1981-11-10,,"Private, ltd by shares"
4102,96375,"EVERHARVEST GODOWN COMPANY LIMITED
年豐貨倉有限公司",1981-04-22,,"Private, ltd by shares"
4103,104871,"EVERISE INVESTMENTS LIMITED (d2018-02-15)
怡發投資有限公司",1981-10-30,2018-02-15,"Private, ltd by shares"
4104,104773,"EVERLIFE COMPANY LIMITED
長情有限公司",1981-10-30,,"Private, ltd by shares"
4105,95082,EVERLIFE ENTERPRISES LIMITED,1981-03-20,2001-06-20,"Private, ltd by shares"
4106,93735,"EVERMORE PROFIT LIMITED
利穎有限公司",1981-02-20,1996-05-24,"Private, ltd by shares"
4107,105143,"EVERPLUS INDUSTRIAL COMPANY LIMITED
佳盈實業有限公司",1981-11-06,1991-12-02,"Private, ltd by shares"
4108,106879,"EVERPOINT COMPANY LIMITED
確榮有限公司",1981-12-18,,"Private, ltd by shares"
4109,102762,"EVERRICH JEWELLERY LIMITED
恒富珠寶有限公司",1981-09-08,1998-10-30,"Private, ltd by shares"
4110,99016,EVERSMART THOUGHT LIMITED,1981-06-12,1996-06-07,"Private, ltd by shares"
4111,93816,"EVERSMOOTH ELECTRONICS LIMITED
恒順電子有限公司",1981-02-24,1996-05-10,"Private, ltd by shares"
4112,103684,"EVERSTAND NOMINEES LIMITED
永達代理有限公司",1981-10-07,1986-10-24,"Private, ltd by shares"
4113,105364,EVERUNITED COMPANY LIMITED,1981-11-13,,"Private, ltd by shares"
4114,104597,EVERWELL ALUMINIUM ENGINEERING COMPANY LIMITED,1981-10-27,2001-06-22,"Private, ltd by shares"
4115,93294,"EVERWELL TEXTILES FACTORY LIMITED
榮來紡織廠有限公司",1981-02-13,2001-12-14,"Private, ltd by shares"
4116,91483,EVINCE (HONG KONG) COMPANY LIMITED,1981-01-02,1990-11-30,"Private, ltd by shares"
4117,101803,"EWAKA TRADING COMPANY, LIMITED
易鳴貿易有限公司",1981-08-18,1996-09-27,"Private, ltd by shares"
4118,99249,EWARNEL LIMITED,1981-06-16,1998-09-25,"Private, ltd by shares"
4119,101767,"EWARTON (NOMINEES) COMPANY LIMITED
頴翔(代理人)有限公司",1981-08-18,,"Private, ltd by shares"
4120,98695,"EWIG INTERNATIONAL (FAR EAST) LIMITED
恒宇國際(遠東)有限公司",1981-06-02,1996-02-28,"Private, ltd by shares"
4121,101786,"EWON ESTATES LIMITED
怡運地產有限公司",1981-08-18,1985-08-30,"Private, ltd by shares"
4122,99412,"EXACT INVESTMENT COMPANY LIMITED
準確投資有限公司",1981-06-19,2014-11-21,"Private, ltd by shares"
4123,106878,"EXACT NICE LIMITED
泰惠有限公司",1981-12-18,,"Private, ltd by shares"
4124,106877,"EXACT PROFIT LIMITED
必耀有限公司",1981-12-18,,"Private, ltd by shares"
4125,103287,"EXACT-TIME COMPANY LIMITED
香港利威電業有限公司",1981-09-25,2014-03-21,"Private, ltd by shares"
4126,97129,"EXCALIBUR GARMENT FACTORY COMPANY LIMITED
寶環製衣廠有限公司",1981-05-01,1996-04-26,"Private, ltd by shares"
4127,99740,"EXCEL TECHNOLOGY (HONG KONG) LIMITED
精良科技有限公司",1981-06-26,2003-01-17,"Private, ltd by shares"
4128,92005,"EXCELGAIN COMPANY LIMITED
盈裕有限公司",1981-01-13,1997-01-31,"Private, ltd by shares"
4129,93091,"EXCELION FINANCE COMPANY LIMITED
怡興財務有限公司",1981-02-03,,"Private, ltd by shares"
4130,102707,"EXCELLENCE INTERNATIONAL REALTY LIMITED
美極置業有限公司",1981-09-08,,"Private, ltd by shares"
4131,95392,"EXCELLENT COMPUTERS COMPANY LIMITED
第一電腦有限公司",1981-03-27,2005-12-23,"Private, ltd by shares"
4132,92634,"EXCELLENT DESIGN LIMITED (d2009-06-19)
鷹杰設計有限公司",1981-01-27,2009-06-19,"Private, ltd by shares"
4133,99703,"EXCELLENT EQUIPMENT COMPANY LIMITED
保用器材有限公司",1981-06-26,1996-06-07,"Private, ltd by shares"
4134,94606,"EXCELWIN COMPANY LIMITED
冠騰有限公司",1981-03-10,2003-04-25,"Private, ltd by shares"
4135,103412,"EXCELWISE LIMITED (d1996-05-31)
祈慧有限公司",1981-09-25,1996-05-31,"Private, ltd by shares"
4136,92912,EXCHANGE AND CREDIT FINANCE (HK) LIMITED,1981-01-30,1996-03-29,"Private, ltd by shares"
4137,95079,"EXCHECQUER FINANCE AND INVESTMENT LIMITED
騏昌財務投資有限公司",1981-03-20,1994-09-27,"Private, ltd by shares"
4138,103764,EXCLAN COMPANY LIMITED,1981-10-07,1993-01-29,"Private, ltd by shares"
4139,105958,EXECO MANAGEMENT CONSULTING LIMITED,1981-11-27,1996-06-21,"Private, ltd by shares"
